Year,Year ending,Police Region,Local Government Area,Incidents Recorded,Rate,LGA
2018,June,4 Western, Macedon Ranges,1507,3059.649978,Macedon Ranges
2018,June,4 Western, Mildura,5100,9089.126909,Mildura
2018,June,4 Western, Moorabool,1741,5027.432862,Moorabool
2018,June,4 Western, Mount Alexander,667,3423.848878,Mount Alexander
2018,June,4 Western, Moyne,427,2529.32117,Moyne
2018,June,4 Western, Northern Grampians,772,6641.431521,Northern Grampians
2018,June,4 Western, Pyrenees,326,4453.551913,Pyrenees
2018,June,4 Western, Queenscliffe,94,3185.360895,Queenscliffe
2018,June,4 Western, Southern Grampians,1087,6678.545097,Southern Grampians
2018,June,4 Western, Surf Coast,891,2723.52132,Surf Coast
2018,June,4 Western, Swan Hill,1772,8349.038824,Swan Hill
2018,June,4 Western, Warrnambool,2704,7772.124975,Warrnambool
2018,June,4 Western, West Wimmera,114,2877.334679,West Wimmera
2018,June,4 Western, Yarriambiack,347,5184.521141,Yarriambiack
2018,June,4 Western,Total,60874,6084.211873,Total
2018,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,1491,,Justice Institutions and Immigration Facilities
2018,June,Justice Institutions and Immigration Facilities,Total,1491,,Total
2018,June,Unincorporated Vic, Unincorporated Vic,107,,Unincorporated Vic
2018,June,Unincorporated Vic,Total,107,,Total
2017,June,1 North West Metro, Banyule,7498,5830.436777,Banyule
2017,June,1 North West Metro, Brimbank,13916,6754.159467,Brimbank
2017,June,1 North West Metro, Darebin,12704,8119.543404,Darebin
2017,June,1 North West Metro, Hobsons Bay,5112,5409.352084,Hobsons Bay
2017,June,1 North West Metro, Hume,16251,7518.842216,Hume
2017,June,1 North West Metro, Maribyrnong,6787,7705.232565,Maribyrnong
2017,June,1 North West Metro, Melbourne,27069,17351.92308,Melbourne
2017,June,1 North West Metro, Melton,8568,5765.077144,Melton
2017,June,1 North West Metro, Moonee Valley,7479,6018.540872,Moonee Valley
2017,June,1 North West Metro, Moreland,11394,6509.406475,Moreland
2017,June,1 North West Metro, Nillumbik,2093,3250.706675,Nillumbik
2017,June,1 North West Metro, Whittlesea,12212,5697.915306,Whittlesea
2017,June,1 North West Metro, Wyndham,11450,4742.457629,Wyndham
2017,June,1 North West Metro, Yarra,11130,11782.14153,Yarra
2017,June,1 North West Metro,Total,153663,7288.281823,Total
2017,June,2 Eastern, Alpine,279,2200.488998,Alpine
2017,June,2 Eastern, Bass Coast,2049,5900.478028,Bass Coast
2017,June,2 Eastern, Baw Baw,2832,5569.102494,Baw Baw
2017,June,2 Eastern, Benalla,982,6993.80386,Benalla
2017,June,2 Eastern, Boroondara,6770,3790.78453,Boroondara
2017,June,2 Eastern, East Gippsland,2919,6319.276065,East Gippsland
2017,June,2 Eastern, Greater Shepparton,6161,9345.751862,Greater Shepparton
2017,June,2 Eastern, Indigo,368,2246.230849,Indigo
2017,June,2 Eastern, Knox,9171,5680.290859,Knox
2017,June,2 Eastern, Latrobe,9973,13288.82848,Latrobe
2017,June,2 Eastern, Manningham,4044,3259.424039,Manningham
2017,June,2 Eastern, Mansfield,506,5691.148352,Mansfield
2017,June,2 Eastern, Maroondah,6767,5824.983645,Maroondah
2017,June,2 Eastern, Mitchell,2994,6959.391925,Mitchell
2017,June,2 Eastern, Moira,1469,4946.294488,Moira
2017,June,2 Eastern, Monash,8935,4567.762384,Monash
2017,June,2 Eastern, Murrindindi,514,3598.935723,Murrindindi
2017,June,2 Eastern, South Gippsland,1167,3976.691883,South Gippsland
2017,June,2 Eastern, Strathbogie,453,4303.220291,Strathbogie
2017,June,2 Eastern, Towong,173,2854.785479,Towong
2017,June,2 Eastern, Wangaratta,1864,6441.802599,Wangaratta
2017,June,2 Eastern, Wellington,3081,7026.386007,Wellington
2017,June,2 Eastern, Whitehorse,6833,3965.412181,Whitehorse
2017,June,2 Eastern, Wodonga,2512,6154.901624,Wodonga
2017,June,2 Eastern, Yarra Ranges,6162,3934.338307,Yarra Ranges
2017,June,2 Eastern,Total,88978,5308.629969,Total
2017,June,3 Southern Metro, Bayside,4008,3867.941826,Bayside
2017,June,3 Southern Metro, Cardinia,5007,4899.073413,Cardinia
2017,June,3 Southern Metro, Casey,17223,5303.023305,Casey
2017,June,3 Southern Metro, Frankston,11901,8468.413338,Frankston
2017,June,3 Southern Metro, Glen Eira,5797,3848.119752,Glen Eira
2017,June,3 Southern Metro, Greater Dandenong,14878,9135.173303,Greater Dandenong
2017,June,3 Southern Metro, Kingston,8282,5174.018704,Kingston
2017,June,3 Southern Metro, Mornington Peninsula,8936,5445.327353,Mornington Peninsula
2017,June,3 Southern Metro, Port Phillip,10298,9405.59696,Port Phillip
2017,June,3 Southern Metro, Stonnington,8672,7735.812028,Stonnington
2017,June,3 Southern Metro,Total,95002,6207.625679,Total
2017,June,4 Western, Ararat,945,8015.267176,Ararat
2017,June,4 Western, Ballarat,9297,8812.489336,Ballarat
2017,June,4 Western, Buloke,137,2203.280798,Buloke
2017,June,4 Western, Campaspe,2681,7096.347274,Campaspe
2017,June,4 Western, Central Goldfields,863,6541.347684,Central Goldfields
2017,June,4 Western, Colac Otway,1620,7505.211953,Colac Otway
2017,June,4 Western, Corangamite,818,5027.040315,Corangamite
2017,June,4 Western, Gannawarra,531,5010.852128,Gannawarra
2017,June,4 Western, Glenelg,1351,6825.64543,Glenelg
2017,June,4 Western, Golden Plains,541,2393.80531,Golden Plains
2017,June,4 Western, Greater Bendigo,7868,6889.486266,Greater Bendigo
2017,June,4 Western, Greater Geelong,17831,7241.22107,Greater Geelong
2017,June,4 Western, Hepburn,685,4363.613199,Hepburn
2017,June,4 Western, Hindmarsh,286,4995.633188,Hindmarsh
2017,June,4 Western, Horsham,1700,8514.048179,Horsham
2017,June,4 Western, Loddon,350,4626.569729,Loddon
2017,June,4 Western, Macedon Ranges,1689,3490.534843,Macedon Ranges
2017,June,4 Western, Mildura,5150,9294.3512,Mildura
2017,June,4 Western, Moorabool,2012,5975.468504,Moorabool
2017,June,4 Western, Mount Alexander,866,4490.071032,Mount Alexander
2017,June,4 Western, Moyne,524,3124.440999,Moyne
2017,June,4 Western, Northern Grampians,922,7957.8802,Northern Grampians
2017,June,4 Western, Pyrenees,360,4918.032787,Pyrenees
2017,June,4 Western, Queenscliffe,134,4587.470045,Queenscliffe
2017,June,4 Western, Southern Grampians,1019,6290.51176,Southern Grampians
2017,June,4 Western, Surf Coast,1119,3548.438243,Surf Coast
2017,June,4 Western, Swan Hill,1769,8400.208937,Swan Hill
2017,June,4 Western, Warrnambool,2722,7889.626388,Warrnambool
2017,June,4 Western, West Wimmera,134,3391.546444,West Wimmera
2017,June,4 Western, Yarriambiack,350,5219.985086,Yarriambiack
2017,June,4 Western,Total,66274,6734.950423,Total
2017,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,1258,,Justice Institutions and Immigration Facilities
2017,June,Justice Institutions and Immigration Facilities,Total,1258,,Total
2017,June,Unincorporated Vic, Unincorporated Vic,122,,Unincorporated Vic
2017,June,Unincorporated Vic,Total,122,,Total
2016,June,1 North West Metro, Banyule,7245,5684.716,Banyule
2016,June,1 North West Metro, Brimbank,15301,7493.510946,Brimbank
2016,June,1 North West Metro, Darebin,12467,8036.692753,Darebin
2016,June,1 North West Metro, Hobsons Bay,5464,5847.28985,Hobsons Bay
2016,June,1 North West Metro, Hume,16255,7851.101956,Hume
2016,June,1 North West Metro, Maribyrnong,7402,8513.721792,Maribyrnong
2016,June,1 North West Metro, Melbourne,26548,18171.61319,Melbourne
2016,June,1 North West Metro, Melton,8985,6353.415359,Melton
2016,June,1 North West Metro, Moonee Valley,7326,5962.350758,Moonee Valley
2016,June,1 North West Metro, Moreland,11806,6852.240937,Moreland
2016,June,1 North West Metro, Nillumbik,2113,3292.610715,Nillumbik
2016,June,1 North West Metro, Whittlesea,11974,5782.920728,Whittlesea
2016,June,1 North West Metro, Wyndham,12366,5447.385114,Wyndham
2016,June,1 North West Metro, Yarra,10727,11547.57035,Yarra
2016,June,1 North West Metro,Total,155979,7616.139796,Total
2016,June,2 Eastern, Alpine,295,2345.364923,Alpine
2016,June,2 Eastern, Bass Coast,2017,6027.372699,Bass Coast
2016,June,2 Eastern, Baw Baw,2798,5675.91691,Baw Baw
2016,June,2 Eastern, Benalla,947,6772.993849,Benalla
2016,June,2 Eastern, Boroondara,6343,3578.036508,Boroondara
2016,June,2 Eastern, East Gippsland,3213,7046.052632,East Gippsland
2016,June,2 Eastern, Greater Shepparton,5889,9049.975412,Greater Shepparton
2016,June,2 Eastern, Indigo,356,2202.288896,Indigo
2016,June,2 Eastern, Knox,8051,5020.797865,Knox
2016,June,2 Eastern, Latrobe,9852,13202.54081,Latrobe
2016,June,2 Eastern, Manningham,3445,2810.638819,Manningham
2016,June,2 Eastern, Mansfield,441,5084.159557,Mansfield
2016,June,2 Eastern, Maroondah,6349,5530.487805,Maroondah
2016,June,2 Eastern, Mitchell,3097,7409.97727,Mitchell
2016,June,2 Eastern, Moira,1206,4090.076647,Moira
2016,June,2 Eastern, Monash,8160,4236.210253,Monash
2016,June,2 Eastern, Murrindindi,569,4049.245659,Murrindindi
2016,June,2 Eastern, South Gippsland,946,3248.403269,South Gippsland
2016,June,2 Eastern, Strathbogie,421,4064.883654,Strathbogie
2016,June,2 Eastern, Towong,192,3175.653325,Towong
2016,June,2 Eastern, Wangaratta,1723,6026.161164,Wangaratta
2016,June,2 Eastern, Wellington,3201,7353.549276,Wellington
2016,June,2 Eastern, Whitehorse,5709,3365.342105,Whitehorse
2016,June,2 Eastern, Wodonga,2558,6379.052369,Wodonga
2016,June,2 Eastern, Yarra Ranges,6144,3958.099803,Yarra Ranges
2016,June,2 Eastern,Total,83922,5070.742177,Total
2016,June,3 Southern Metro, Bayside,3970,3857.664801,Bayside
2016,June,3 Southern Metro, Cardinia,5088,5214.557306,Cardinia
2016,June,3 Southern Metro, Casey,16440,5255.939307,Casey
2016,June,3 Southern Metro, Frankston,11568,8292.354231,Frankston
2016,June,3 Southern Metro, Glen Eira,5394,3630.294179,Glen Eira
2016,June,3 Southern Metro, Greater Dandenong,14617,9122.966883,Greater Dandenong
2016,June,3 Southern Metro, Kingston,8379,5271.767511,Kingston
2016,June,3 Southern Metro, Mornington Peninsula,8732,5405.873904,Mornington Peninsula
2016,June,3 Southern Metro, Port Phillip,10164,9356.789748,Port Phillip
2016,June,3 Southern Metro, Stonnington,8495,7652.946317,Stonnington
2016,June,3 Southern Metro,Total,92847,6182.87518,Total
2016,June,4 Western, Ararat,877,7467.007237,Ararat
2016,June,4 Western, Ballarat,8955,8652.173913,Ballarat
2016,June,4 Western, Buloke,185,2943.984723,Buloke
2016,June,4 Western, Campaspe,2619,6966.351908,Campaspe
2016,June,4 Western, Central Goldfields,994,7595.323604,Central Goldfields
2016,June,4 Western, Colac Otway,1240,5804.699934,Colac Otway
2016,June,4 Western, Corangamite,602,3706.211907,Corangamite
2016,June,4 Western, Gannawarra,440,4163.906501,Gannawarra
2016,June,4 Western, Glenelg,1315,6655.195101,Glenelg
2016,June,4 Western, Golden Plains,645,2929.6875,Golden Plains
2016,June,4 Western, Greater Bendigo,6969,6207.523137,Greater Bendigo
2016,June,4 Western, Greater Geelong,17979,7505.980487,Greater Geelong
2016,June,4 Western, Hepburn,646,4161.030596,Hepburn
2016,June,4 Western, Hindmarsh,196,3388.658368,Hindmarsh
2016,June,4 Western, Horsham,1872,9414.604707,Horsham
2016,June,4 Western, Loddon,360,4763.164858,Loddon
2016,June,4 Western, Macedon Ranges,1565,3296.124684,Macedon Ranges
2016,June,4 Western, Mildura,4767,8721.504629,Mildura
2016,June,4 Western, Moorabool,1754,5368.511263,Moorabool
2016,June,4 Western, Mount Alexander,913,4780.855632,Mount Alexander
2016,June,4 Western, Moyne,427,2551.233793,Moyne
2016,June,4 Western, Northern Grampians,863,7458.945549,Northern Grampians
2016,June,4 Western, Pyrenees,395,5399.125205,Pyrenees
2016,June,4 Western, Queenscliffe,147,5018.77774,Queenscliffe
2016,June,4 Western, Southern Grampians,895,5551.076102,Southern Grampians
2016,June,4 Western, Surf Coast,1148,3768.258657,Surf Coast
2016,June,4 Western, Swan Hill,1668,7982.388974,Swan Hill
2016,June,4 Western, Warrnambool,2274,6640.967233,Warrnambool
2016,June,4 Western, West Wimmera,107,2717.805436,West Wimmera
2016,June,4 Western, Yarriambiack,342,5071.926442,Yarriambiack
2016,June,4 Western,Total,63159,6527.589735,Total
2016,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,864,,Justice Institutions and Immigration Facilities
2016,June,Justice Institutions and Immigration Facilities,Total,864,,Total
2016,June,Unincorporated Vic, Unincorporated Vic,99,,Unincorporated Vic
2016,June,Unincorporated Vic,Total,99,,Total
2015,June,1 North West Metro, Banyule,6789,5384.33475,Banyule
2015,June,1 North West Metro, Brimbank,14225,7082.047197,Brimbank
2015,June,1 North West Metro, Darebin,10914,7181.491571,Darebin
2015,June,1 North West Metro, Hobsons Bay,5339,5823.897725,Hobsons Bay
2015,June,1 North West Metro, Hume,14006,7067.455191,Hume
2015,June,1 North West Metro, Maribyrnong,6448,7605.298232,Maribyrnong
2015,June,1 North West Metro, Melbourne,24367,17802.76463,Melbourne
2015,June,1 North West Metro, Melton,7686,5696.920283,Melton
2015,June,1 North West Metro, Moonee Valley,6583,5475.293394,Moonee Valley
2015,June,1 North West Metro, Moreland,10419,6206.588432,Moreland
2015,June,1 North West Metro, Nillumbik,1730,2716.921869,Nillumbik
2015,June,1 North West Metro, Whittlesea,9940,5049.607055,Whittlesea
2015,June,1 North West Metro, Wyndham,10275,4805.556205,Wyndham
2015,June,1 North West Metro, Yarra,9714,10802.57554,Yarra
2015,June,1 North West Metro,Total,138435,6999.787127,Total
2015,June,2 Eastern, Alpine,327,2630.943761,Alpine
2015,June,2 Eastern, Bass Coast,1891,5804.887033,Bass Coast
2015,June,2 Eastern, Baw Baw,2371,4956.414491,Baw Baw
2015,June,2 Eastern, Benalla,749,5379.587733,Benalla
2015,June,2 Eastern, Boroondara,5541,3170.761017,Boroondara
2015,June,2 Eastern, East Gippsland,3049,6795.48899,East Gippsland
2015,June,2 Eastern, Greater Shepparton,5529,8573.55518,Greater Shepparton
2015,June,2 Eastern, Indigo,346,2173.093832,Indigo
2015,June,2 Eastern, Knox,7030,4429.741651,Knox
2015,June,2 Eastern, Latrobe,8403,11314.73353,Latrobe
2015,June,2 Eastern, Manningham,3331,2757.792772,Manningham
2015,June,2 Eastern, Mansfield,332,3892.145369,Mansfield
2015,June,2 Eastern, Maroondah,5718,5059.147253,Maroondah
2015,June,2 Eastern, Mitchell,2362,5866.282535,Mitchell
2015,June,2 Eastern, Moira,1098,3748.97569,Moira
2015,June,2 Eastern, Monash,7104,3755.272923,Monash
2015,June,2 Eastern, Murrindindi,513,3704.506066,Murrindindi
2015,June,2 Eastern, South Gippsland,933,3241.721969,South Gippsland
2015,June,2 Eastern, Strathbogie,320,3144.963145,Strathbogie
2015,June,2 Eastern, Towong,138,2298.084929,Towong
2015,June,2 Eastern, Wangaratta,1573,5589.311729,Wangaratta
2015,June,2 Eastern, Wellington,2943,6816.918373,Wellington
2015,June,2 Eastern, Whitehorse,5803,3481.542366,Whitehorse
2015,June,2 Eastern, Wodonga,2485,6335.568416,Wodonga
2015,June,2 Eastern, Yarra Ranges,5149,3356.781037,Yarra Ranges
2015,June,2 Eastern,Total,75038,4602.869264,Total
2015,June,3 Southern Metro, Bayside,3410,3367.302603,Bayside
2015,June,3 Southern Metro, Cardinia,4199,4549.394353,Cardinia
2015,June,3 Southern Metro, Casey,14303,4775.179616,Casey
2015,June,3 Southern Metro, Frankston,10593,7687.785761,Frankston
2015,June,3 Southern Metro, Glen Eira,4601,3153.011156,Glen Eira
2015,June,3 Southern Metro, Greater Dandenong,12700,8137.843536,Greater Dandenong
2015,June,3 Southern Metro, Kingston,7514,4809.144671,Kingston
2015,June,3 Southern Metro, Mornington Peninsula,7554,4755.998514,Mornington Peninsula
2015,June,3 Southern Metro, Port Phillip,9242,8687.64159,Port Phillip
2015,June,3 Southern Metro, Stonnington,7411,6860.258452,Stonnington
2015,June,3 Southern Metro,Total,81527,5575.056091,Total
2015,June,4 Western, Ararat,884,7591.89282,Ararat
2015,June,4 Western, Ballarat,8391,8268.705841,Ballarat
2015,June,4 Western, Buloke,198,3139.866794,Buloke
2015,June,4 Western, Campaspe,2332,6230.46301,Campaspe
2015,June,4 Western, Central Goldfields,809,6247.104247,Central Goldfields
2015,June,4 Western, Colac Otway,1042,4908.148846,Colac Otway
2015,June,4 Western, Corangamite,464,2851.173651,Corangamite
2015,June,4 Western, Gannawarra,414,3929.384966,Gannawarra
2015,June,4 Western, Glenelg,1363,6911.063787,Glenelg
2015,June,4 Western, Golden Plains,525,2454.647466,Golden Plains
2015,June,4 Western, Greater Bendigo,6094,5544.637333,Greater Bendigo
2015,June,4 Western, Greater Geelong,15018,6447.541279,Greater Geelong
2015,June,4 Western, Hepburn,542,3534.628929,Hepburn
2015,June,4 Western, Hindmarsh,140,2410.46832,Hindmarsh
2015,June,4 Western, Horsham,1900,9599.838319,Horsham
2015,June,4 Western, Loddon,258,3425.839862,Loddon
2015,June,4 Western, Macedon Ranges,1468,3165.635176,Macedon Ranges
2015,June,4 Western, Mildura,4584,8464.436074,Mildura
2015,June,4 Western, Moorabool,1524,4800.302381,Moorabool
2015,June,4 Western, Mount Alexander,649,3453.229754,Mount Alexander
2015,June,4 Western, Moyne,428,2579.711892,Moyne
2015,June,4 Western, Northern Grampians,773,6638.612161,Northern Grampians
2015,June,4 Western, Pyrenees,369,5139.991642,Pyrenees
2015,June,4 Western, Queenscliffe,121,4125.468803,Queenscliffe
2015,June,4 Western, Southern Grampians,722,4467.268902,Southern Grampians
2015,June,4 Western, Surf Coast,945,3189.873418,Surf Coast
2015,June,4 Western, Swan Hill,1617,7739.43426,Swan Hill
2015,June,4 Western, Warrnambool,2057,6049.110425,Warrnambool
2015,June,4 Western, West Wimmera,87,2189.229995,West Wimmera
2015,June,4 Western, Yarriambiack,230,3369.469675,Yarriambiack
2015,June,4 Western,Total,55948,5882.080828,Total
2015,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,731,,Justice Institutions and Immigration Facilities
2015,June,Justice Institutions and Immigration Facilities,Total,731,,Total
2015,June,Unincorporated Vic, Unincorporated Vic,110,,Unincorporated Vic
2015,June,Unincorporated Vic,Total,110,,Total
2014,June,1 North West Metro, Banyule,6842,5468.918606,Banyule
2014,June,1 North West Metro, Brimbank,14327,7218.795977,Brimbank
2014,June,1 North West Metro, Darebin,10958,7329.226612,Darebin
2014,June,1 North West Metro, Hobsons Bay,5528,6113.894511,Hobsons Bay
2014,June,1 North West Metro, Hume,12909,6748.81586,Hume
2014,June,1 North West Metro, Maribyrnong,6919,8390.429647,Maribyrnong
2014,June,1 North West Metro, Melbourne,24022,18770.85368,Melbourne
2014,June,1 North West Metro, Melton,7388,5713.446087,Melton
2014,June,1 North West Metro, Moonee Valley,6307,5355.671985,Moonee Valley
2014,June,1 North West Metro, Moreland,9950,6063.41294,Moreland
2014,June,1 North West Metro, Nillumbik,1618,2550.72281,Nillumbik
2014,June,1 North West Metro, Whittlesea,10366,5516.793597,Whittlesea
2014,June,1 North West Metro, Wyndham,10279,5100.936917,Wyndham
2014,June,1 North West Metro, Yarra,9899,11348.42023,Yarra
2014,June,1 North West Metro,Total,137312,7164.869431,Total
2014,June,2 Eastern, Alpine,324,2622.420073,Alpine
2014,June,2 Eastern, Bass Coast,2132,6679.825798,Bass Coast
2014,June,2 Eastern, Baw Baw,2210,4738.015608,Baw Baw
2014,June,2 Eastern, Benalla,850,6115.987912,Benalla
2014,June,2 Eastern, Boroondara,6129,3549.750956,Boroondara
2014,June,2 Eastern, East Gippsland,2898,6545.158886,East Gippsland
2014,June,2 Eastern, Greater Shepparton,5425,8487.304244,Greater Shepparton
2014,June,2 Eastern, Indigo,335,2129.417747,Indigo
2014,June,2 Eastern, Knox,7311,4643.850757,Knox
2014,June,2 Eastern, Latrobe,7543,10174.81857,Latrobe
2014,June,2 Eastern, Manningham,3179,2661.654261,Manningham
2014,June,2 Eastern, Mansfield,337,4014.294223,Mansfield
2014,June,2 Eastern, Maroondah,5883,5279.974152,Maroondah
2014,June,2 Eastern, Mitchell,2054,5255.347457,Mitchell
2014,June,2 Eastern, Moira,1126,3869.415808,Moira
2014,June,2 Eastern, Monash,6989,3754.49906,Monash
2014,June,2 Eastern, Murrindindi,520,3799.225542,Murrindindi
2014,June,2 Eastern, South Gippsland,867,3039.865362,South Gippsland
2014,June,2 Eastern, Strathbogie,369,3683.369934,Strathbogie
2014,June,2 Eastern, Towong,199,3326.646606,Towong
2014,June,2 Eastern, Wangaratta,1685,6047.663484,Wangaratta
2014,June,2 Eastern, Wellington,2807,6535.810748,Wellington
2014,June,2 Eastern, Whitehorse,5800,3529.69815,Whitehorse
2014,June,2 Eastern, Wodonga,2365,6163.830175,Wodonga
2014,June,2 Eastern, Yarra Ranges,5366,3531.006528,Yarra Ranges
2014,June,2 Eastern,Total,74703,4639.269372,Total
2014,June,3 Southern Metro, Bayside,3370,3376.855016,Bayside
2014,June,3 Southern Metro, Cardinia,4083,4636.084932,Cardinia
2014,June,3 Southern Metro, Casey,12240,4250.929891,Casey
2014,June,3 Southern Metro, Frankston,10921,8019.474082,Frankston
2014,June,3 Southern Metro, Glen Eira,4546,3163.667237,Glen Eira
2014,June,3 Southern Metro, Greater Dandenong,12074,7936.372301,Greater Dandenong
2014,June,3 Southern Metro, Kingston,7377,4783.736463,Kingston
2014,June,3 Southern Metro, Mornington Peninsula,7803,4985.942492,Mornington Peninsula
2014,June,3 Southern Metro, Port Phillip,8707,8335.966147,Port Phillip
2014,June,3 Southern Metro, Stonnington,7274,6869.133284,Stonnington
2014,June,3 Southern Metro,Total,78395,5486.507161,Total
2014,June,4 Western, Ararat,765,6617.647059,Ararat
2014,June,4 Western, Ballarat,7594,7600.536461,Ballarat
2014,June,4 Western, Buloke,161,2541.436464,Buloke
2014,June,4 Western, Campaspe,2129,5701.965826,Campaspe
2014,June,4 Western, Central Goldfields,756,5867.742937,Central Goldfields
2014,June,4 Western, Colac Otway,1153,5456.438408,Colac Otway
2014,June,4 Western, Corangamite,475,2906.976744,Corangamite
2014,June,4 Western, Gannawarra,452,4290.867667,Gannawarra
2014,June,4 Western, Glenelg,1284,6499.620349,Glenelg
2014,June,4 Western, Golden Plains,390,1866.117996,Golden Plains
2014,June,4 Western, Greater Bendigo,6189,5732.944282,Greater Bendigo
2014,June,4 Western, Greater Geelong,13974,6135.836729,Greater Geelong
2014,June,4 Western, Hepburn,501,3299.525817,Hepburn
2014,June,4 Western, Hindmarsh,149,2549.623546,Hindmarsh
2014,June,4 Western, Horsham,1437,7276.686247,Horsham
2014,June,4 Western, Loddon,253,3367.49634,Loddon
2014,June,4 Western, Macedon Ranges,1450,3188.845638,Macedon Ranges
2014,June,4 Western, Mildura,4626,8608.593706,Mildura
2014,June,4 Western, Moorabool,1402,4512.972381,Moorabool
2014,June,4 Western, Mount Alexander,632,3416.031566,Mount Alexander
2014,June,4 Western, Moyne,464,2810.077519,Moyne
2014,June,4 Western, Northern Grampians,648,5502.250149,Northern Grampians
2014,June,4 Western, Pyrenees,355,5037.604654,Pyrenees
2014,June,4 Western, Queenscliffe,85,2861.952862,Queenscliffe
2014,June,4 Western, Southern Grampians,809,4976.930175,Southern Grampians
2014,June,4 Western, Surf Coast,1024,3546.443167,Surf Coast
2014,June,4 Western, Swan Hill,1508,7201.528176,Swan Hill
2014,June,4 Western, Warrnambool,1859,5511.577574,Warrnambool
2014,June,4 Western, West Wimmera,98,2426.944032,West Wimmera
2014,June,4 Western, Yarriambiack,192,2772.963605,Yarriambiack
2014,June,4 Western,Total,52814,5627.37675,Total
2014,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,838,,Justice Institutions and Immigration Facilities
2014,June,Justice Institutions and Immigration Facilities,Total,838,,Total
2014,June,Unincorporated Vic, Unincorporated Vic,60,,Unincorporated Vic
2014,June,Unincorporated Vic,Total,60,,Total
2013,June,1 North West Metro, Banyule,5699,4584.358962,Banyule
2013,June,1 North West Metro, Brimbank,15262,7780.026406,Brimbank
2013,June,1 North West Metro, Darebin,9127,6197.376283,Darebin
2013,June,1 North West Metro, Hobsons Bay,5774,6473.965107,Hobsons Bay
2013,June,1 North West Metro, Hume,11586,6267.004917,Hume
2013,June,1 North West Metro, Maribyrnong,7027,8807.751122,Maribyrnong
2013,June,1 North West Metro, Melbourne,24588,20712.48663,Melbourne
2013,June,1 North West Metro, Melton,6517,5258.359153,Melton
2013,June,1 North West Metro, Moonee Valley,6606,5721.263771,Moonee Valley
2013,June,1 North West Metro, Moreland,9260,5777.317478,Moreland
2013,June,1 North West Metro, Nillumbik,1476,2336.404217,Nillumbik
2013,June,1 North West Metro, Whittlesea,9327,5202.708733,Whittlesea
2013,June,1 North West Metro, Wyndham,10060,5288.86342,Wyndham
2013,June,1 North West Metro, Yarra,8817,10501.1791,Yarra
2013,June,1 North West Metro,Total,131126,7062.657209,Total
2013,June,2 Eastern, Alpine,316,2572.661402,Alpine
2013,June,2 Eastern, Bass Coast,1786,5700.4245,Bass Coast
2013,June,2 Eastern, Baw Baw,2178,4773.489381,Baw Baw
2013,June,2 Eastern, Benalla,811,5843.781525,Benalla
2013,June,2 Eastern, Boroondara,5765,3381.529167,Boroondara
2013,June,2 Eastern, East Gippsland,3008,6866.169052,East Gippsland
2013,June,2 Eastern, Greater Shepparton,4894,7738.283474,Greater Shepparton
2013,June,2 Eastern, Indigo,347,2223.646267,Indigo
2013,June,2 Eastern, Knox,6697,4283.420852,Knox
2013,June,2 Eastern, Latrobe,7665,10340.78031,Latrobe
2013,June,2 Eastern, Manningham,2813,2376.707757,Manningham
2013,June,2 Eastern, Mansfield,267,3226.19623,Mansfield
2013,June,2 Eastern, Maroondah,5131,4673.850666,Maroondah
2013,June,2 Eastern, Mitchell,1904,5038.636604,Mitchell
2013,June,2 Eastern, Moira,1045,3615.291472,Moira
2013,June,2 Eastern, Monash,6627,3616.272407,Monash
2013,June,2 Eastern, Murrindindi,478,3524.294035,Murrindindi
2013,June,2 Eastern, South Gippsland,975,3448.519789,South Gippsland
2013,June,2 Eastern, Strathbogie,403,4084.321476,Strathbogie
2013,June,2 Eastern, Towong,186,3120.281832,Towong
2013,June,2 Eastern, Wangaratta,1715,6202.531646,Wangaratta
2013,June,2 Eastern, Wellington,2904,6797.593689,Wellington
2013,June,2 Eastern, Whitehorse,5645,3482.826488,Whitehorse
2013,June,2 Eastern, Wodonga,2360,6280.77179,Wodonga
2013,June,2 Eastern, Yarra Ranges,5027,3331.301109,Yarra Ranges
2013,June,2 Eastern,Total,70947,4457.343399,Total
2013,June,3 Southern Metro, Bayside,3440,3501.200993,Bayside
2013,June,3 Southern Metro, Cardinia,3995,4722.72464,Cardinia
2013,June,3 Southern Metro, Casey,11953,4299.284592,Casey
2013,June,3 Southern Metro, Frankston,10704,7967.190419,Frankston
2013,June,3 Southern Metro, Glen Eira,4653,3293.926094,Glen Eira
2013,June,3 Southern Metro, Greater Dandenong,12204,8218.071137,Greater Dandenong
2013,June,3 Southern Metro, Kingston,7127,4678.4739,Kingston
2013,June,3 Southern Metro, Mornington Peninsula,7150,4642.826995,Mornington Peninsula
2013,June,3 Southern Metro, Port Phillip,9045,8854.105486,Port Phillip
2013,June,3 Southern Metro, Stonnington,7241,6997.014118,Stonnington
2013,June,3 Southern Metro,Total,77512,5548.623832,Total
2013,June,4 Western, Ararat,879,7650.130548,Ararat
2013,June,4 Western, Ballarat,8023,8158.098105,Ballarat
